INT	INT	INT	INT	STRING	STRING
INT	INT	INT	INT	STRING	STRING
476	1031874624	1031875071	1	61.129.40.64	61.129.41.255
477	1031875328	1031878143	1	61.129.43.0	61.129.53.255
478	1031878400	1031896575	1	61.129.55.0	61.129.125.255
479	1031896832	1031931135	1	61.129.127.0	61.130.4.255
480	1031931140	1031931607	1	61.130.5.4	61.130.6.215
481	1031931648	1031932159	1	61.130.7.0	61.130.8.255
482	1031932160	1031932415	3	61.130.9.0	61.130.9.255
483	1031932416	1031942399	1	61.130.10.0	61.130.48.255
484	1031942412	1031949567	1	61.130.49.12	61.130.76.255
485	1031949569	1031949823	1	61.130.77.1	61.130.77.255
486	1031949825	1031970047	1	61.130.78.1	61.130.156.255
487	1031970816	1032001791	1	61.130.160.0	61.131.24.255
488	1032001800	1032003409	1	61.131.25.8	61.131.31.81
489	1032003410	1032003414	3	61.131.31.82	61.131.31.86
490	1032004870	1032004871	3	61.131.37.6	61.131.37.7
491	1032005284	1032005284	3	61.131.38.164	61.131.38.164
492	1032008734	1032008734	2	61.131.52.30	61.131.52.30
493	1032008735	1032009727	1	61.131.52.31	61.131.55.255
494	1032009736	1032010033	1	61.131.56.8	61.131.57.49
495	1032010284	1032011263	1	61.131.58.44	61.131.61.255
496	1032011272	1032011767	1	61.131.62.8	61.131.63.247
497	1032011776	1032017407	1	61.131.64.0	61.131.85.255
498	1032017664	1032025471	1	61.131.87.0	61.131.117.127
499	1032025600	1032034368	1	61.131.118.0	61.131.152.64
500	1032034369	1032034369	2	61.131.152.65	61.131.152.65
501	1032034370	1032054527	1	61.131.152.66	61.131.230.255
502	1032054784	1032061183	1	61.131.232.0	61.132.0.255
503	1032061312	1032061375	1	61.132.1.128	61.132.1.191
504	1032061440	1032061695	1	61.132.2.0	61.132.2.255
505	1032061720	1032064031	1	61.132.3.24	61.132.12.31
506	1032064256	1032065023	1	61.132.13.0	61.132.15.255
507	1032065040	1032065087	1	61.132.16.16	61.132.16.63
508	1032065272	1032065279	1	61.132.16.248	61.132.16.255
509	1032065296	1032066047	1	61.132.17.16	61.132.19.255
510	1032066560	1032067583	1	61.132.22.0	61.132.25.255
511	1032067712	1032068031	1	61.132.26.128	61.132.27.191
512	1032068112	1032068239	1	61.132.28.16	61.132.28.143
513	1032068352	1032068599	1	61.132.29.0	61.132.29.247
514	1032068608	1032068639	1	61.132.30.0	61.132.30.31
515	1032068800	1032069887	1	61.132.30.192	61.132.34.255
516	1032069952	1032071679	1	61.132.35.64	61.132.41.255
517	1032073472	1032077311	1	61.132.49.0	61.132.63.255
518	1032078336	1032083821	1	61.132.68.0	61.132.89.109
519	1032083822	1032083822	2	61.132.89.110	61.132.89.110
520	1032083823	1032092407	1	61.132.89.111	61.132.122.247
521	1032092416	1032097023	1	61.132.123.0	61.132.140.255
522	1032099840	1032104447	1	61.132.152.0	61.132.169.255
523	1032104704	1032106495	1	61.132.171.0	61.132.177.255
524	1032107264	1032126463	1	61.132.181.0	61.132.255.255
525	1032126464	1032134143	2	61.133.0.0	61.133.29.255
526	1032134144	1032134655	1	61.133.30.0	61.133.31.255
527	1032134656	1032156159	2	61.133.32.0	61.133.115.255
528	1032156416	1032159999	2	61.133.117.0	61.133.130.255
529	1032162048	1032169471	2	61.133.139.0	61.133.167.255
530	1032169472	1032169983	1	61.133.168.0	61.133.169.255
531	1032169984	1032172543	2	61.133.170.0	61.133.179.255
532	1032172544	1032175359	1	61.133.180.0	61.133.190.255
533	1032175616	1032177919	1	61.133.192.0	61.133.200.255
534	1032177921	1032179199	1	61.133.201.1	61.133.205.255
535	1032179456	1032180478	1	61.133.207.0	61.133.210.254
536	1032180992	1032185343	1	61.133.213.0	61.133.229.255
537	1032186112	1032190975	1	61.133.233.0	61.133.251.255
538	1032192000	1032195039	1	61.134.0.0	61.134.11.223
539	1032195072	1032198689	1	61.134.12.0	61.134.26.33
540	1032198690	1032198896	2	61.134.26.34	61.134.26.240
541	1032199186	1032199186	2	61.134.28.18	61.134.28.18
542	1032199187	1032204287	1	61.134.28.19	61.134.47.255
543	1032204289	1032207889	1	61.134.48.1	61.134.62.17
544	1032207890	1032207890	2	61.134.62.18	61.134.62.18
545	1032207891	1032209919	1	61.134.62.19	61.134.69.255
546	1032210176	1032215295	1	61.134.71.0	61.134.90.255
547	1032215488	1032216575	1	61.134.91.192	61.134.95.255
548	1032216576	1032218367	2	61.134.96.0	61.134.102.255
549	1032218564	1032218564	2	61.134.103.196	61.134.103.196
550	1032218624	1032291327	2	61.134.104.0	61.135.131.255
551	1032291584	1032294655	2	61.135.133.0	61.135.144.255
552	1032295168	1032296447	2	61.135.147.0	61.135.151.255
553	1032296704	1032297727	2	61.135.153.0	61.135.156.255
554	1032297984	1032299263	2	61.135.158.0	61.135.162.255
555	1032299520	1032301055	2	61.135.164.0	61.135.169.255
556	1032301312	1032339455	2	61.135.171.0	61.136.63.255
557	1032339456	1032339745	1	61.136.64.0	61.136.65.33
558	1032339747	1032356351	2	61.136.65.35	61.136.129.255
559	1032356352	1032369919	1	61.136.130.0	61.136.182.255
560	1032369928	1032373379	1	61.136.183.8	61.136.196.131
561	1032373380	1032373380	3	61.136.196.132	61.136.196.132
562	1032373381	1032374783	1	61.136.196.133	61.136.201.255
563	1032375040	1032380671	1	61.136.203.0	61.136.224.255
564	1032380928	1032388062	1	61.136.226.0	61.136.253.222
565	1032388063	1032388063	2	61.136.253.223	61.136.253.223
566	1032388064	1032421375	1	61.136.253.224	61.137.127.255
567	1032421376	1032450303	2	61.137.128.0	61.137.240.255
568	1032452096	1032454911	2	61.137.248.0	61.138.2.255
569	1032455168	1032457855	2	61.138.4.0	61.138.14.127
570	1032458112	1032459681	2	61.138.15.128	61.138.21.161
571	1032459682	1032459682	1	61.138.21.162	61.138.21.162
572	1032459683	1032460799	2	61.138.21.163	61.138.25.255
573	1032461824	1032463871	2	61.138.30.0	61.138.37.255
574	1032464128	1032475135	2	61.138.39.0	61.138.81.255
575	1032475392	1032478463	2	61.138.83.0	61.138.94.255
576	1032478464	1032478485	1	61.138.95.0	61.138.95.21
577	1032478486	1032478486	2	61.138.95.22	61.138.95.22
578	1032478487	1032478719	1	61.138.95.23	61.138.95.255
579	1032478720	1032478873	2	61.138.96.0	61.138.96.153
580	1032478976	1032479231	2	61.138.97.0	61.138.97.255
581	1032479488	1032481023	2	61.138.99.0	61.138.104.255
582	1032481536	1032482559	2	61.138.107.0	61.138.110.255
583	1032482560	1032482815	1	61.138.111.0	61.138.111.255
584	1032482816	1032485631	2	61.138.112.0	61.138.122.255
585	1032486400	1032499455	2	61.138.126.0	61.138.176.255
586	1032499487	1032500479	2	61.138.177.31	61.138.180.255
587	1032500736	1032503295	2	61.138.182.0	61.138.191.255
588	1032503296	1032508341	1	61.138.192.0	61.138.211.181
589	1032508342	1032508342	2	61.138.211.182	61.138.211.182
590	1032508343	1032519167	1	61.138.211.183	61.138.253.255
591	1032519232	1032529919	1	61.138.254.64	61.139.39.255
592	1032530432	1032537599	1	61.139.42.0	61.139.69.255
593	1032537856	1032544767	1	61.139.71.0	61.139.97.255
594	1032545024	1032546304	1	61.139.99.0	61.139.104.0
595	1032546433	1032547583	1	61.139.104.129	61.139.108.255
596	1032551936	1032552447	1	61.139.126.0	61.139.127.255
597	1032552448	1032568831	2	61.139.128.0	61.139.191.255
598	1032568832	1032571135	1	61.139.192.0	61.139.200.255
599	1032572928	1032579071	1	61.139.208.0	61.139.231.255
600	1032580096	1032583167	1	61.139.236.0	61.139.247.255
601	1032583424	1032605183	1	61.139.249.0	61.140.77.255
602	1032605440	1032656127	1	61.140.79.0	61.141.20.255
603	1032656132	1032656383	1	61.141.21.4	61.141.21.255
604	1032656400	1032659199	1	61.141.22.16	61.141.32.255
605	1032659456	1032661247	1	61.141.34.0	61.141.40.255
606	1032661504	1032661759	1	61.141.42.0	61.141.42.255
607	1032662528	1032665087	1	61.141.46.0	61.141.55.255
608	1032665344	1032666367	1	61.141.57.0	61.141.60.255
609	1032666624	1032703487	1	61.141.62.0	61.141.205.255
610	1032704000	1032733439	1	61.141.208.0	61.142.66.255
611	1032733440	1032733454	3	61.142.67.0	61.142.67.14
612	1032733455	1032745696	1	61.142.67.15	61.142.114.224
613	1032745697	1032745727	3	61.142.114.225	61.142.114.255
614	1032745728	1032749311	1	61.142.115.0	61.142.128.255
615	1032749568	1032751615	1	61.142.130.0	61.142.137.255
616	1032751872	1032759295	1	61.142.139.0	61.142.167.255
617	1032759552	1032770762	1	61.142.169.0	61.142.212.202
618	1032770763	1032770764	3	61.142.212.203	61.142.212.204
619	1032779694	1032779694	3	61.142.247.174	61.142.247.174
620	1032779695	1032780030	1	61.142.247.175	61.142.248.254
621	1032780032	1032782591	1	61.142.249.0	61.143.2.255
622	1032782848	1032805631	1	61.143.4.0	61.143.92.255
623	1032805888	1032810760	1	61.143.94.0	61.143.113.8
624	1032811264	1032820670	1	61.143.115.0	61.143.151.190
625	1032820736	1032825343	1	61.143.152.0	61.143.169.255
626	1032825856	1032829695	1	61.143.172.0	61.143.186.255
627	1032830976	1032836863	1	61.143.192.0	61.143.214.255
628	1032837120	1032837375	1	61.143.216.0	61.143.216.255
629	1032837632	1032842711	1	61.143.218.0	61.143.237.215
630	1032842720	1032842751	3	61.143.237.224	61.143.237.255
631	1032842752	1032843263	1	61.143.238.0	61.143.239.255
632	1032843520	1032844543	1	61.143.241.0	61.143.244.255
633	1032844608	1032853567	1	61.143.245.64	61.144.24.63
634	1032853600	1032854015	3	61.144.24.96	61.144.25.255
635	1032854069	1032854271	3	61.144.26.53	61.144.26.255
636	1032854272	1032856319	1	61.144.27.0	61.144.34.255
637	1032856328	1032862719	1	61.144.35.8	61.144.59.255
638	1032863232	1032878079	1	61.144.62.0	61.144.119.255
639	1032878128	1032878207	1	61.144.120.48	61.144.120.127
640	1032878336	1032888831	1	61.144.121.0	61.144.161.255
641	1032889088	1032890622	1	61.144.163.0	61.144.168.254
642	1032890624	1032891008	1	61.144.169.0	61.144.170.128
643	1032891009	1032891038	3	61.144.170.129	61.144.170.158
644	1032891039	1032893695	1	61.144.170.159	61.144.180.255
645	1032893952	1032897279	1	61.144.182.0	61.144.194.255
646	1032897344	1032915319	1	61.144.195.64	61.145.9.119
647	1032915320	1032915320	3	61.145.9.120	61.145.9.120
648	1032915321	1032927231	1	61.145.9.121	61.145.55.255
649	1032929536	1032930559	1	61.145.65.0	61.145.68.255
650	1032930600	1032931071	1	61.145.69.40	61.145.70.255
651	1032931104	1032931315	1	61.145.71.32	61.145.71.243
652	1032931328	1032931583	1	61.145.72.0	61.145.72.255
653	1032931840	1032932095	1	61.145.74.0	61.145.74.255
654	1032932110	1032932175	1	61.145.75.14	61.145.75.79
655	1032932352	1032942847	1	61.145.76.0	61.145.116.255
656	1032942848	1032943103	2	61.145.117.0	61.145.117.255
657	1032943104	1032947199	1	61.145.118.0	61.145.133.255
658	1032947456	1032971778	1	61.145.135.0	61.145.230.2
659	1032971779	1032971779	3	61.145.230.3	61.145.230.3
660	1032971780	1032975359	1	61.145.230.4	61.145.243.255
661	1032975616	1032976003	1	61.145.245.0	61.145.246.131
662	1032976004	1032976005	2	61.145.246.132	61.145.246.133
663	1032976006	1032988927	1	61.145.246.134	61.146.40.255
664	1032989155	1032989439	1	61.146.41.227	61.146.42.255
665	1032989443	1032991999	1	61.146.43.3	61.146.52.255
666	1032992256	1033005196	1	61.146.54.0	61.146.104.140
667	1033007364	1033007817	1	61.146.113.4	61.146.114.201
668	1033007904	1033008033	1	61.146.115.32	61.146.115.161
669	1033008179	1033008639	1	61.146.116.51	61.146.117.255
670	1033008672	1033009119	1	61.146.118.32	61.146.119.223
671	1033009152	1033016319	1	61.146.120.0	61.146.147.255
672	1033016576	1033038329	1	61.146.149.0	61.146.233.249
673	1033038336	1033038543	1	61.146.234.0	61.146.234.207
674	1033038592	1033039095	1	61.146.235.0	61.146.236.247
675	1033039104	1033108281	1	61.146.237.0	61.147.251.57
676	1033108282	1033108282	2	61.147.251.58	61.147.251.58
677	1033108283	1033109503	1	61.147.251.59	61.147.255.255
678	1033109504	1033132799	2	61.148.0.0	61.148.90.255
679	1033133056	1033197055	2	61.148.92.0	61.149.85.255
680	1033197312	1033216511	2	61.149.87.0	61.149.161.255
681	1033216768	1033240575	2	61.149.163.0	61.149.255.255
682	1033240576	1033251583	1	61.150.0.0	61.150.42.255
683	1033251712	1033253119	1	61.150.43.128	61.150.48.255
684	1033253136	1033264638	1	61.150.49.16	61.150.93.254
685	1033264640	1033265150	1	61.150.94.0	61.150.95.254
686	1033265152	1033268479	1	61.150.96.0	61.150.108.255
687	1033268481	1033270198	1	61.150.109.1	61.150.115.182
688	1033270199	1033270200	3	61.150.115.183	61.150.115.184
689	1033270201	1033275391	1	61.150.115.185	61.150.135.255
690	1033275648	1033296127	1	61.150.137.0	61.150.216.255
691	1033296384	1033330431	1	61.150.218.0	61.151.94.255
692	1033330688	1033394687	1	61.151.96.0	61.152.89.255
693	1033398784	1033401343	1	61.152.106.0	61.152.115.255
694	1033401600	1033406975	1	61.152.117.0	61.152.137.255
695	1033407232	1033412607	1	61.152.139.0	61.152.159.255
696	1033412864	1033414911	1	61.152.161.0	61.152.168.255
697	1033415168	1033432063	1	61.152.170.0	61.152.235.255
698	1033432320	1033432575	1	61.152.237.0	61.152.237.255
699	1033432832	1033435391	1	61.152.239.0	61.152.248.255
700	1033435648	1033437183	1	61.152.250.0	61.152.255.255
701	1033437248	1033437431	1	61.153.0.64	61.153.0.247
702	1033437440	1033439813	1	61.153.1.0	61.153.10.69
703	1033439814	1033439820	3	61.153.10.70	61.153.10.76
704	1033440720	1033440727	2	61.153.13.208	61.153.13.215
705	1033440728	1033440767	1	61.153.13.216	61.153.13.255
706	1033440952	1033441407	1	61.153.14.184	61.153.16.127
707	1033442024	1033442024	1	61.153.18.232	61.153.18.232
708	1033442025	1033442025	3	61.153.18.233	61.153.18.233
709	1033443458	1033443458	3	61.153.24.130	61.153.24.130
710	1033443459	1033444351	1	61.153.24.131	61.153.27.255
711	1033444356	1033444577	1	61.153.28.4	61.153.28.225
712	1033444578	1033444578	3	61.153.28.226	61.153.28.226
713	1033444579	1033444863	1	61.153.28.227	61.153.29.255
714	1033444992	1033445887	1	61.153.30.128	61.153.33.255
715	1033446144	1033447935	1	61.153.35.0	61.153.41.255
716	1033447952	1033449463	1	61.153.42.16	61.153.47.247
717	1033449472	1033450239	1	61.153.48.0	61.153.50.255
718	1033450248	1033450495	1	61.153.51.8	61.153.51.255
719	1033450624	1033450761	1	61.153.52.128	61.153.53.9
720	1033451008	1033472802	1	61.153.54.0	61.153.139.34
721	1033472803	1033472829	3	61.153.139.35	61.153.139.61
722	1033472830	1033475263	1	61.153.139.62	61.153.148.191
723	1033475328	1033475583	1	61.153.149.0	61.153.149.255
724	1033475736	1033475823	1	61.153.150.152	61.153.150.239
725	1033475840	1033477631	1	61.153.151.0	61.153.157.255
726	1033478144	1033484027	1	61.153.160.0	61.153.182.251
727	1033484032	1033486825	1	61.153.183.0	61.153.193.233
728	1033486826	1033486827	3	61.153.193.234	61.153.193.235
729	1033486828	1033489919	1	61.153.193.236	61.153.205.255
730	1033489924	1033495197	1	61.153.206.4	61.153.226.157
731	1033495198	1033495198	3	61.153.226.158	61.153.226.158
732	1033497114	1033497118	3	61.153.234.26	61.153.234.30
733	1033497346	1033497347	3	61.153.235.2	61.153.235.3
734	1033497348	1033499135	1	61.153.235.4	61.153.241.255
735	1033499392	1033501660	1	61.153.243.0	61.153.251.220
736	1033501661	1033501661	3	61.153.251.221	61.153.251.221
737	1033501662	1033501695	1	61.153.251.222	61.153.251.255
738	1033501744	1033502711	1	61.153.252.48	61.153.255.247
739	1033502720	1033540351	1	61.154.0.0	61.154.146.255
740	1033541120	1033554957	1	61.154.150.0	61.154.204.13
741	1033554958	1033554958	3	61.154.204.14	61.154.204.14
742	1033564174	1033564174	3	61.154.240.14	61.154.240.14
743	1033564175	1033573887	1	61.154.240.15	61.155.21.255
744	1033574016	1033583103	1	61.155.22.128	61.155.57.255
745	1033583124	1033593855	1	61.155.58.20	61.155.99.255
746	1033594144	1033594623	1	61.155.101.32	61.155.102.255
747	1033594680	1033628667	1	61.155.103.56	61.155.235.251
748	1033628672	1033631230	1	61.155.236.0	61.155.245.254
749	1033631232	1033633791	1	61.155.246.0	61.155.255.255
750	1033633792	1033643353	2	61.156.0.0	61.156.37.89
751	1033643392	1033643455	1	61.156.37.128	61.156.37.191
752	1033643488	1033645311	2	61.156.37.224	61.156.44.255
753	1033645568	1033665023	2	61.156.46.0	61.156.121.255
754	1033665792	1033666303	2	61.156.125.0	61.156.126.255
755	1033667584	1033699327	2	61.156.132.0	61.156.255.255
756	1033699328	1033721855	1	61.157.0.0	61.157.87.255
757	1033722112	1033732351	1	61.157.89.0	61.157.128.255
758	1033732608	1033734655	1	61.157.130.0	61.157.137.255
759	1033734657	1033736323	1	61.157.138.1	61.157.144.131
760	1033736324	1033736324	3	61.157.144.132	61.157.144.132
761	1033736325	1033752319	1	61.157.144.133	61.157.206.255
762	1033752336	1033757354	1	61.157.207.16	61.157.226.170
763	1033757355	1033757355	3	61.157.226.171	61.157.226.171
764	1033757356	1033760255	1	61.157.226.172	61.157.237.255
765	1033760768	1033764095	1	61.157.240.0	61.157.252.255
766	1033764352	1033764863	1	61.157.254.0	61.157.255.255
767	1033764864	1033767904	2	61.158.0.0	61.158.11.224
768	1033767936	1033769983	2	61.158.12.0	61.158.19.255
769	1033770111	1033773566	2	61.158.20.127	61.158.33.254
770	1033773568	1033774304	2	61.158.34.0	61.158.36.224
771	1033774336	1033779199	2	61.158.37.0	61.158.55.255
772	1033779456	1033780735	2	61.158.57.0	61.158.61.255
773	1033780992	1033781759	2	61.158.63.0	61.158.65.255
774	1033783040	1033787647	2	61.158.71.0	61.158.88.255
775	1033787904	1033789183	2	61.158.90.0	61.158.94.255
776	1033789847	1033789951	2	61.158.97.151	61.158.97.255
777	1033790720	1033795071	2	61.158.101.0	61.158.117.255
778	1033795103	1033803263	2	61.158.118.31	61.158.149.255
779	1033803264	1033803322	1	61.158.150.0	61.158.150.58
780	1033803324	1033816063	2	61.158.150.60	61.158.199.255
781	1033816320	1033840639	2	61.158.201.0	61.159.39.255
782	1033840896	1033846783	2	61.159.41.0	61.159.63.255
783	1033847040	1033848319	1	61.159.65.0	61.159.69.255
784	1033848576	1033849343	1	61.159.71.0	61.159.73.255
785	1033849600	1033850879	1	61.159.75.0	61.159.79.255
786	1033851136	1033854719	1	61.159.81.0	61.159.94.255
787	1033854976	1033855743	1	61.159.96.0	61.159.98.255
788	1033856000	1033856255	1	61.159.100.0	61.159.100.255
789	1033857792	1033877128	1	61.159.107.0	61.159.182.136
790	1033877129	1033877129	2	61.159.182.137	61.159.182.137
791	1033877130	1033904127	1	61.159.182.138	61.160.31.255
792	1033932032	1033961471	1	61.160.141.0	61.160.255.255
793	1033961472	1033962495	2	61.161.0.0	61.161.3.255
794	1033964288	1033964799	2	61.161.11.0	61.161.12.255
795	1033965056	1033977855	2	61.161.14.0	61.161.63.255
796	1033977856	1033978366	1	61.161.64.0	61.161.65.254
797	1033978368	1033981439	1	61.161.66.0	61.161.77.255
798	1033981483	1033982123	1	61.161.78.43	61.161.80.171
799	1033982124	1033982124	3	61.161.80.172	61.161.80.172
800	1033984737	1033984739	3	61.161.90.225	61.161.90.227
801	1033984740	1033986046	1	61.161.90.228	61.161.95.254
802	1033986048	1033991930	1	61.161.96.0	61.161.118.250
803	1033991931	1033991931	3	61.161.118.251	61.161.118.251
804	1033991932	1033994239	1	61.161.118.252	61.161.127.255
805	1033994240	1033998335	2	61.161.128.0	61.161.143.255
806	1033999872	1034047487	2	61.161.150.0	61.162.79.255
807	1034047744	1034076159	2	61.162.81.0	61.162.191.255
808	1034076672	1034107902	2	61.162.194.0	61.163.59.254
809	1034107904	1034128895	2	61.163.60.0	61.163.141.255
810	1034129408	1034150399	2	61.163.144.0	61.163.225.255
811	1034150528	1034151153	2	61.163.226.128	61.163.228.241
812	1034151168	1034151915	2	61.163.229.0	61.163.231.235
813	1034151916	1034151916	3	61.163.231.236	61.163.231.236
814	1034151917	1034154495	2	61.163.231.237	61.163.241.255
815	1034155520	1034158079	2	61.163.246.0	61.163.255.255
816	1034158080	1034183935	1	61.164.0.0	61.164.100.255
817	1034184000	1034190847	1	61.164.101.64	61.164.127.255
818	1034190864	1034223359	1	61.164.128.16	61.164.254.255
819	1034223616	1034302719	1	61.165.0.0	61.166.52.255
820	1034302976	1034312703	1	61.166.54.0	61.166.91.255
821	1034312960	1034337535	1	61.166.93.0	61.166.188.255
822	1034337792	1034354687	1	61.166.190.0	61.166.255.255
823	1034354688	1034355967	2	61.167.0.0	61.167.4.255
824	1034356224	1034356735	1	61.167.6.0	61.167.7.255
825	1034358528	1034361600	2	61.167.15.0	61.167.27.0
826	1034361601	1034361630	1	61.167.27.1	61.167.27.30
827	1034361631	1034361825	2	61.167.27.31	61.167.27.225
828	1034361888	1034366207	2	61.167.28.32	61.167.44.255
829	1034366464	1034368255	2	61.167.46.0	61.167.52.255
830	1034368367	1034369279	2	61.167.53.111	61.167.56.255
